	ActualOutput	Sentence	sentiment
2647	-1	2.	-1
2648	1	I have owned some kind of Creative audio product since 1993 and have never had to call tech support.	-1
2649	-1	"My list of ""nice to have"" features is a little longer, but it also contains nothing unreasonable: backlit screen, removable battery, FM Radio feature, ID3 Tag line support, lots of storage."	1
2650	-1	It is exactly the same size as my flip phone.	1
2651	-1	The world of MP3 players is blinding, and since most people don't understand the technology [myself included], user-friendliness is EXTREMELY IMPORTANT.	-1
2652	-1	Remember this is a huge plus when travelling.	-1
2653	-1	I am the type of person that will always go against the masses of blind followers so there was no way I was getting an Ipod.	-1
2654	-1	If one battery drains just snap the spare one and you are back in bussiness.	-1
2655	-1	Most of us just want to plug and play, not spend a year navigating a maze of complicated options...like transfering everything on a hard drive to this stupid thing.	-1
2656	-1	I got rid of my older PDA figuring that since the only function I used on it anyways was to manage my contacts and calender, I could now use my Zen Micro.	-1
2657	-1	I sent Creative customer service 3 emails in which they did not help me one bit and don't seem to even want to help.	-1
2658	-1	The flaw is in the circuit board that the headphone jack is connected to.	-1
2659	-1	Within one month, my player completely died.	-1
2660	1	The touchpad is great once you get used to it, and I much prefer it to standard buttons or scroll wheels (as on the Dell DJ for example).	-1
2661	1	Initially, I was very impressed, after loading 180 songs it seemed to function very well but then it would lock up on me and a battery removal remedied this, I then downloaded the upgrades and everything seemed to be alright.	-1
2662	-1	The slow throbbing glow that it emits during charging is cool too.	-1
2663	-1	Having owned both the karma and other Creative Lab products (including Zen) I would have to say the Karma also sounds better.	-1
2664	-1	The karma doesn't look as sexy but it's interface is very efficiently designed.	1
2665	1	It feels solid and not flimsy like the carbon.	-1
2666	1	The hardcase they give with it must work well.	-1
2667	-1	It has to be the UI and user experience.	-1
2668	1	The software included is an easy installation and you have the option of using the Creative software, Windows Media Player 10, or simply Windows Explorer to move music back and forth between your Zen Touch.	1
2669	-1	To me, the key elements that must be present in an MP3 player are as follows:  -Fast transference of songs to player -Well-designed computer-side interface -Easy menu navigation and well-designed control scheme -Good sound (duh) -Reasonable battery time (~6 Hours)  That's it?	1
2670	1	Flawless.	-1
2671	1	Moving on to sound department... It delivers!	-1
2672	-1	Why isn't it?	-1
2673	1	The greatest thing about the software (in my humble) is that it reads your CD info.	-1
2674	-1	jack that Creative has acknowledge.	-1
2675	-1	00% good though, and the Zen does have a few drawbacks.	-1
2676	-1	Stuff you may need to buy: Wired remote from creative.	-1
2677	1	This is a perfect blend to accomplish both tasks.	-1
2678	-1	3.	-1
2679	-1	he Pencil?	-1
2680	-1	that isn't saying much, but hey, I like to be positive.	-1
2681	-1	ts with Sennheiser HD-497 phones.	-1
2682	1	I have stored 40 audio CDs and i still have close to 2.8 GB free.	-1
2683	-1	Bottomline, don't even bother with the software that comes with the Zen Micro.	-1
2684	-1	Imagine my disappointment, though, when the Zen Micro proved able to play only the mega-strongest FM signals in my area.	-1
2685	1	It's shorter, sleeker, more compact and fits comfortably in my small hand than the iPod...My Nokia cell phone towers over this bad boy!	1
2686	-1	I know this list is horribly unreasonable, which is why it amazes me how many players lack some of these basic features.	-1
2687	1	Pros: - Excellent sound, even with the headphones that come out of the box, but it absolutely rocked with my Bose Quietcomfort 2 set.	1
2688	-1	Verdict:  Had I not needed something with a tad bit more space, I consider this player fair game.	-1
2689	-1	I just close the program down first, wait for the message to appear on the Micro, then unplug it.	-1
2690	1	Mine is as easy to use as the mini without any firmware download.	1
2691	-1	I love my dark blue zen micro and would definitely recommend it.	-1
2692	-1	Again, this doesn't affect regular MP3 files - just subscription DRM-encoded files, like those from Napster-to-Go or Yahoo Music Unlimited.	-1
2693	-1	I say get one today!!	-1
2694	-1	Even after all the nightmare sound problems, I'd still half-way like this product if it kept it's promise; the ability to store 1500 songs.	-1
2695	-1	"Comments such as ""it's stylish"" or ""it looks cool"" or ""everyone has it"" don't nesseseraly make something good."	1
2696	-1	I have heard in other players these have to be brought separately.	-1
2697	1	) One outstanding positive feature is the battery. It holds a charge for a long time, longer than most other similar products and the user can replace it easily or take another along as a backup.	1
2698	-1	POSITIVES:  Reasons for getting the Zen Micro instead of the iPod:  1.	-1
2699	-1	The interface takes 2 secs after you press record to show up but its actually started recording at the moment you press record.	-1
2700	-1	The Carbon is nice but offers no improvement to the near-perfect iPod experience.	1
2701	1	I have had several MP3 players over the past few years, and have to say that this by far is the best that I've owned.	-1
2702	-1	The earbuds, on the other hand, are decent in sound, but lacking in bass.	1
2703	-1	I am one of the many people who (a) are PC Based and (b) can't stand to see the multitudes of people with those funky white headphones that belong to Ipod users.	-1
2704	1	rks almost without fail, no matter what your taste in music is: From relaxation music to hard rock, to hip hop, to Korean and Japanese, to Afro-Cuban and Salsa, Jazz, Blues, Country and Pop, this feature performs well.	-1
2705	-1	i dont especially like how music files are unstructured; basically they are just dumped into one folder with no organization, like you might have in windows explorer folders and subfolders.	-1
2706	1	I think sound quality should be the first and foremost feature, and the Zen is leaps and bounds better in sound quality, with no need to upgrade the earphones.	-1
2707	-1	I have my reasons.	-1
2708	-1	I can't help but feel peeved by the attitude created by Apple enthusiasts that basically detracts from anything that attempts to compete with Apple products in the marketplace.	-1
2709	-1	Space : 5GB =2500 songs.	-1
2710	1	Actually, the Creative Zen Micro solves all that.	-1
2711	-1	I've since replaced it with a pair of black Sennheisers... Not only are the packaged earbuds pretty uncomfortable, but are too similar to iPod's and can target iPod theives here in NYC.	-1
2712	-1	6.	-1
2713	1	The battery is removable.	-1
2714	-1	"Let's just say it's no coincidence I put ""Foxy Lady"" on there."	-1
2715	-1	This is by far my biggest complaint.	-1
2716	-1	First I removed each piece and laid them out on my coffee table.	-1
2717	-1	Havent read the manual till now (remember I am good time computer user).	-1
2718	1	Functionality, menus are easy to navigate... As many have mentioned, the touch pads take some time to get used to, but I've gotten used to it.	1
2719	-1	The player intelligently pre-buffers the next song.	-1
2720	-1	So tack on a scroll wheel and... you still have to compete against the intuitive OS-based application that an iPod offers the user.	-1
2721	-1	(iTunes being an exception of course).	-1
2722	1	The menus are easy to scroll through; they are laid out naturally, and make sense.	1
2723	1	Utility Its got a huge list of features including an FM Recorder a Calender and contacts list.	1
2724	-1	That said, you can get more of what the Zen is capable of by donating them to your local iPod person (they're white) and getting a pair of $60-$80 aftermarket headphones.	-1
2725	1	Power for the tech-savvy, ease of use for the less fortunate.	-1
2726	-1	IRiver has a better FM receiver built in, but the drawback to IRiver products is they are flimsy and poorly constructed.	-1
2727	-1	You can compress the files for more storage space before you start the transfer.	-1
2728	-1	Napster 2 Go also allows members to view other members play lists in different genres, so if you are looking for lots of songs and you don't want to search for them endless, you can just grab them from other members play lists. !	-1
2729	-1	If you want to recharge it, you MUST connect it to your computer.	-1
2730	-1	What happens follows:       Let's start with the software.	-1
2731	1	Feature for feature, I find it a very sweet little player; equipped with a higher end headphone system, between this and th larger Zen Ihardly use my home stereo system anymore.	1
2732	-1	The included headphones suck, so get your own.	-1
2733	-1	Who knows -- you may avoid a migraine altogether.	-1
2734	-1	Just because Amazon doesn't have it to sell doesn't mean the product is unavailable for review.	-1
2735	1	unarguably better than Apple's, and nice earbuds to boot.	-1
2736	-1	e again.	-1
2737	1	I'm not gonna go into the features cause if you're reading this review, you've probably already looked at them, but I must say the DJ feature if Very cool and the removable battery is also a bonus!	-1
2738	-1	I tried to figure out another way to load the songs and attempted another upgrade with no results.	-1
2739	1	- Audio Formats: supports both MP3, WMA... And yeah, WAV too.	-1
2740	-1	If you are like me who wants move to the next phase of portable audio from conventional portable CD players I hope you find this usefull.	-1
2741	-1	Another problem is that the latest 2.0 firmware upgrade moves you into Windows Media Player 10 which seems to be very, very slow for downloads.  charging[-2]	-1
2742	-1	Zen Micro[+2][s] Overall, I'm very pleased with the Zen Micro and based on my experience with it (as well as it's older sibling Creative Nomad IIC), can recommend it without reservation.	1
2743	1	If you can get one with all the accessories and a cheap extended warranty, this is the player to get! Highly recommended.	-1
2744	-1	Amazing.	-1
2745	-1	Every few years I crawl out into the electronic world, in search of a new MP3 player to replace the horribly inadequate one I currently own.	-1
2746	-1	It also comes with a case so you can either stand it up or use a belt clip.	-1
2747	-1	I tried the help menu that referenced GUI buttons that don't exist on my version.	-1
2748	-1	m.	-1
2749	1	This is my first MP3 player and I am so impressed with what such a small device can do.	1
2750	1	After comparing the included Creative earbuds directly against my Sony MD-E828LP's and Sennheiser MX-400's, I find myself still using the Creative's, which in my opinion, sound every bit as good and have a slightly longer cord.	-1
2751	1	Transferring files couldn't be easier thanks to the included software bundle.	-1
2752	-1	I bought this a couple of months ago after researching all the reviews comparing with the iPod mini.	-1
2753	1	Creative Media Source is very easy to use once you get the hang of it, and the file transfers are fast.	1
2754	-1	The scroll wheel is not an Apple innovation, but it took Apple to put it on their MP3 player for the obvious to become clear to the industry.	-1
2755	-1	The new firmware fixes this as long as you put the player in lock mode before plugging it into said PC.	-1
2756	-1	It's a tad too sensitive for a first time user (my family member, however, had no problem with it), and it drove me nuts at first.	-1
2757	-1	All this before I found out the bad news.	-1
2758	-1	The recharge cord will do the job in a fraction of the time that the USB cable will hooked to your computer.	-1
2759	1	While they all seem to have their own positives and negatives, I picked the Zen Micro over the Ipod mini, because I am not an Apple person, never has been - I wanted something that is fully compatible with Windows Media Player.	-1
2760	-1	The removable disk isn't really explained in the product literature but basically it allows you to partition a portion of the drive for data.	-1
2761	1	Gets nice sound too.	-1
2762	1	It was a good player when it worked and I loved the design.	-1
2763	-1	Accessories are in reusable bags unlike the Nomad which requires you to tear each back plastic store bag open.	-1
2764	-1	Then what?	-1
2765	1	The stand that comes with it is very useful to prop it up on the desk.	-1
2766	-1	)  Compatibility?	-1
2767	-1	Use Windows Media Player 10 to do your transferring.	-1
2768	-1	After attempting to navigate the clumsy touch-pad system, I could not get the unit to download my wma files.	-1
2769	-1	I must say that there are several factors that influenced my purchase.	-1
2770	-1	Try an additional *six* hours, methinks.	-1
2771	1	I am now staring at an array of stuff including Zen Micro player, stereo earbud headphones, a rechargeable lithium-ion battery, an AC/DC power adapter, a USB 2.0 cable, a belt-clip, a stand, a stylish cloth pouch, an installation CD, a quick-start guide, and Creative MediaSource software.	1
2772	1	Before you run out and buy an iPod, understand something: there are REASONS the Zen is worth encountering this kind of hassle, principally excellent (for MP3) sound quality.	1
2773	-1	As I wrote, this COULD have been a great product, but expect hidden charges (read gross profiteering and price gouging) as the company royally sticks you on every conceivable accessory necessary for normal daily usage.	1
2774	-1	It is not a perfect product but it does have a lot going for it.	-1
2775	1	The interface works great.	1
2776	-1	Apple never was involved with a lot of audio products until the Ipod.	-1
2777	1	FM transmitter (belkin has a good one) to use Zen with your car Sterio FM Tunner   Latest Find: Connected this baby to my $3800 audiophile audio system and it produced clean sound compared to Ipod.	-1
2778	-1	5.	-1
2779	-1	If only only it was that simple.	-1
2780	-1	It comes with a built-in program simply entitled 'Creative MediaSource Audio Converter'.	-1
2781	-1	I emailed the company and after 2 days was told to read their Q&A site and then download again.	-1
2782	-1	My other nit is that it didn't include at least some kind of carrying case for everything.	-1
2783	1	The package also comes with a USB cable, an AC adapter, a pair of headphones (they're okay until you get a better pair), a stand, and a microfiber pouch to carry your Zen Touch in.	-1
2784	1	Everything shines of quality.	-1
2785	-1	Only slight negatives I've had so far is that I haven't been able to get it to accept any of my WAV files yet.	-1
2786	-1	3.	-1
2787	-1	Now, there's nothing wrong with the Zen Micro a few months in beta testing wouldn't iron out.	-1
2788	1	I enjoy getting use to the touch pad.	-1
2789	1	the 4G Ipod costs the same as this 5G Zen Micro.	-1
2790	1	I was more excited about this player upon opening than I was about the Nomad.	-1
2791	-1	I also hated the packaging, with a passion.	-1
2792	-1	Too bad.	-1
2793	-1	"The creative came with a free trial of [random file sharing company] ""to go""."	-1
2794	-1	However, as soon as I found out that I could only download songs from iTunes, I immediately decided that was NOT the MP3 player for me.	-1
2795	-1	Plus, from the Creative discussion forums it is clear that they have some problems with excessive battery drainage with the current firmware.	-1
2796	1	Creating and modifying playlists is easy and clean.	1
2797	1	This product is amazing and better than the Ipod you can get at the same price.	-1
2798	1	"While I have not had the ""privilege"", as many call it, of owning an Ipod, based on the experience of friends who have had some misfortune with their Ipod (and subsequently purchased the Zen Touch or Zen Micro), I can pretty much rest assured that my decision to purchase the Zen Micro was one of the more informed ones."	-1
2799	1	If your looking for a great sounding mini player, you can't go wrong with the Zen Micro.	-1
2800	1	Transfering MP3s are a cinch with the included software.	-1
2801	-1	Some other companies require you to send your player back and then charge you an additional $130 to replace their batteries.	-1
2802	1	I like some local stations, Stern, and NPR, and so the radio seemed like a great option.	1
2803	-1	Finally I upgraded the firmware and log in to Napster.	-1
2804	-1	Creative has not lounched any silicon cover for the player like ipod's (I think belkin makes it for ipod).	-1
2805	-1	The iPod mini is smaller and sexier, albeit limited in supported formats and the Rio Karma is a far better value.	-1
2806	-1	Respectable, solid, but not awe-inspiring.	-1
2807	1	The main issue now is that this new Zen Micro seems to be the best on the market at least temporarily.	-1
2808	-1	They obviously have quality and reliability problems.	-1
2809	-1	Apple apparently has built up a very nice following of brainwashed consumers.	-1
2810	1	The Zen Micro is no exception: in addition to the case, it comes with a neck strap, and has all of the necessary cables for syncing and charging.	-1
2811	-1	3.	-1
2812	-1	The sonic detail at the highest compression rate(64 kbps WMA) is crazy.	-1
2813	-1	If someone asked me flat out, i'd say to go woth something else.	-1
2814	-1	I also experimented with an adapter for the car.	-1
2815	-1	Once I did this, visions of burning my CDs-literally-dance around my head, and all was right in the world (of course, I would have backed my files up, silly).	-1
2816	-1	UPDATE March 3rd, 2005: I bought my Dark Blue Zen Micro back in November, when they first came out.	-1
2817	1	Other mp3 players won't give you the sonic clarity of the Zen at this compression level, so I imagine they won't at lower ones, either.	-1
2818	1	It's rechargable and supposedly easy to replace though I haven't had to do it yet of course.	1
2819	-1	after they have been loaded into the Zen which is something I've had to do many times already.	-1
2820	-1	-User's guide doesn't cover a lot of important info that is covered on their website.	-1
2821	-1	You ask, yup.	-1
2822	1	Perhaps I bought the Micro to be different, the cheaper price tag (from Amazon), the design, or avoiding the high iPod theft in NYC subways.	-1
2823	1	It's good.	-1
2824	-1	The title pretty much says it all.	-1
2825	-1	Most importantly, it allowed me to get on the Internet via Bluetooth via GPRS flawlessly.	-1
2826	1	Especially for the price amazon gives it at (I was unable to get mine through amazon due to some credit complications).	1
2827	-1	2- It is bulky and the small buttons on the sides are sloppy to use .	-1
2828	1	But you can download some really good ones like pac-man or mafia wars.	-1
2829	-1	They really are awfully small.	1
2830	-1	It was a major step up from a Sony t68i.	-1
2831	1	N6600 supports midi, wav, amr, mp3 etc.	-1
2832	-1	I really regret signing up with T-Mobile, but I'm stuck with them for the next 6 months of the contract.	-1
2833	1	The voice recorders good, but you can't record songs off the radio for ring tones.	-1
2834	-1	So on the whole, let me summarize the good and bad things about this phone, instead of writing a long review.	-1
2835	1	2) Nice features, like web browser, camera, video recorder, speaker phone (very usefully), clear voice reception.	1
2836	-1	You have to wait to get your second bill before you can send the rebate form in. \	-1
2837	-1	"I followed the technician's directions to the letter while they were on the phone, and after I had done so, the phone restarted and displayed the message ""Phone startup failed. Contact the retailer."""	-1
2838	1	Its a tough one this unless you wanna drive your car over it.	-1
2839	1	I click pictures in JPG format and because the phone has a bluetooth device I find it extremely easy to transfer pics to my pc and forth.	1
2840	1	6) The phone is really wide, which seems to be a turnoff for many people, but the phone is actually easier to grip and feel more ergonomic.	-1
2841	1	Give each friend a different ringtone.	-1
2842	1	I had a Sony ericsson T610 before this and the T610 is far inferior.	-1
2843	-1	A firmware upgrade is irrelevant .	-1
2844	1	Outside of the T-Mobile service area the phone seamlessly jumped onto AT&T Wireless and various other services where the T-Mobile service was unavailable.	-1
2845	-1	My old Siemens s56, on the other hand, worked beautifully with all of the above.	-1
2846	1	I love the features, the interface, the size (the screen is a delight), the camera (though I admit I'm not much of a camera user -- so just a toy for me), the internet connectivity, the quality, etc.	1
2847	-1	I'm used to having to restart things.	-1
2848	-1	Apparently some phones don't allow you to give an entire group a ringtone.	-1
2849	1	One primary reason for getting a cell phone was so that I could use it as an internet connection for my laptop running linux, where softmodem drivers are hard to find, and don't work very well.	-1
2850	1	The log functions helps you track down the incoming , outgoing calls in the most easy of ways.	1
2851	1	Its nice look is also a plus.	1
2852	1	1. Record around 1 hour of video with Phillips Camcorder Pro.	-1
2853	-1	It's important that people know the following:  First, the interface is slow.	-1
2854	-1	You will also hard-reset both your Palm and your Nokia to factory defaults in their lame attempts to get the script to work, though it will not.	-1
2855	1	If you are looking for an upgrade, this is definitely the phone for you.	-1
2856	-1	the stand by is really good considering all the toys this phone has and the screen size!	1
2857	1	Using supplied s/w, you can transfer all addresses from a different nokia phone into it.	-1
2858	-1	This is no small deal.	1
2859	1	The speed is the same as dail up, where i live we do not have wifi everywhere so this is my version of it until we catch up.	-1
2860	-1	went with T mobile Nokia 6600 replacing my Sony T610.	-1
2861	1	Capacity is not a problem here.	-1
2862	1	Handsfree future is good, but not too exciting.	-1
2863	-1	DOwnside is the size of the phone, it is BIG for today's standard.	1
2864	-1	Besides the above mentioned Merits , the phone has decent ear volume and loudspeaker functionality.	-1
2865	-1	the GPRS web access is sloooooooooooooow!	-1
2866	1	The ringtones are beautiful, the screen is super high quality.	1
2867	1	This thing does everything but washes your dishes.	-1
2868	-1	a bit dissapoitnd on that!	-1
2869	1	DEPENDABILITY: I've seen no glitches.	-1
2870	-1	They stated that though it was a simple repair they would not do it for less than $120.	-1
2871	-1	but, that's the only SE t-mobile offers right now.	-1
2872	-1	i may have been up for this 10 years ago, but i just want a phone that works at this point.	-1
2873	1	"The bottom line is ""Phone is cool one - only for the moment, as its the latest phone in the market and has all the new features, but this will soon be displaced by upcoming newer phones""."	-1
2874	-1	This phone is flashy and feels good in the hand, but it could not hold a connection to any of my bluetooth devices (headset, handheld, or desktop computer).	-1
2875	1	Especially the LCD is big and the camera quality is among the very best around.	1
2876	-1	What is that, .00000001 megapixel quality?	-1
2877	1	Another great feature for me anyway is the ability to load .wav sounds as ringers.	1
2878	-1	So, after all this frustration of adding all of my newest contacts to the 6600, I asked the technician if it were possible to transfer the data from the 6600 to the 3650.	-1
2879	1	speaker phone quality is good, and poping in a 512mb MMC card, it rocks !	1
2880	1	Get great themes and wallpapers for this phone and many many polyphonic rings.	1
2881	-1	Over the past three days, I've only had to turn the phone off twice, so I rarely have to deal with the delay in initially booting the phone.	-1
2882	1	If you are using Linux, and you want to use GPRS to connect to the net, I suggest this phone along with a Belkin USB Bluetooth adapter.	-1
2883	1	I must add to the dismay/delight of readers this phone is simply the most groundbreaking phone mankind has ever held.	-1
2884	1	5. Check traffic411.com for LA traffic on the 405.	-1
2885	1	I have set up it's PDA features with avantgo.com where you can download info from sites like weather,mapquest maps/directions into it, which is great.	1
2886	1	It has great upgradibility.	1
2887	1	I like it's shape and it's keypad and joystick.	-1
2888	-1	Nokia finally determined that my phone was in need of repair, but since it was out of warranty (it was made in May '03 and they would not take an eBay purchase as proof) they refused to fix the phone for less than $120!	-1
2889	-1	Its like having a 66Mhz computer with a webcam, fax, printer, blue tooth...etc...Just an example..	-1
2890	-1	3- It is SLOW , if you keep the original configuration and progs (why'd u buy it then ?!) it'll run smoothly , but still slower than most other coloured-screen Nokias .	-1
2891	-1	Even the instruction booklet is out of order.	-1
2892	-1	I could hardly use it without a recharge in 2 days!	-1
2893	1	Their customer service agents are always prompt and polite and my service is terrific.	-1
2894	1	The battery on mine lasts 2 days if I don't play games that much, and it only takes 90 mins to charge from flat.	-1
2895	-1	Unfortunately , I sold it exactly a month later .	-1
2896	-1	I'm not sure that a phone w/ these and all of the above features exists just yet. ...I'm not sure I'd want to spend THAT much time w/ a device, anyhow.	-1
2897	1	UPSIDE: This one, like most Nokias, receives a consistently strong signal (I've tried some Samsung and Sony Ericsson models which were very weak on the reception front).	-1
2898	-1	namely, it wouldnt sync.	-1
2899	-1	The only con I can think of is the lack of a mega-pixel camera.	-1
2900	-1	In July of 2004, I purchased a Nokia 6600 from T-Mobile.	-1
2901	1	4. The Build is just right.	-1
2902	-1	1) phone card calling feature.	-1
2903	-1	i bought this phone last march, almost a year ago, in saudi arabia (it came out there before it did here).	-1
2904	-1	For phone card with PIN Free dialing setup, you are a little bit lucky.	-1
2905	1	With one of the most intuitive user-interfaces around, seamless bluetooth sync with Microsoft Outlook, support for thousands of applications for the Symbian platform which this phone runs on (I own the IR Remote, ICQ and a few others), the Nokia 6600 is all of the above - one of the few phones from T-Mobile that can claim such a distinction.	-1
2906	1	It's a bit pricey to call home from other countries but the instant messaging to and from covered countries in Europe are quite reasonable.	-1
2907	1	But if you use all bluetooth accessories, as I do, its really not an issue.	-1
2908	1	you actually can talk to a real person for support in under an hour!).	-1
2909	-1	Ultimately you will learn just how bad Nokia is, and why their recent loss of market share is so utterly deserved.	-1
2910	1	Great reception, visibility and interface (may be complicated by others).	1
2911	1	Picture quality's great for still and video with sound.	1
2912	1	I've had this beauty for nearly 2 months now and I truely love it.	1
2913	1	A huge beautiful color screen which can not been scratched at all even with the rough handling i give it.	-1
2914	1	This is the first cell phone I've owned, and overall, I am quite pleased with it.	1
2915	1	On the T-Mobile service I was able to take pics as we drove across I-70 and email them to family & friends once we reached a T-Mobile tzone (usually a major city).	-1
2916	-1	The navigation takes so much time that it would eventually drive you crazy.	-1
2917	-1	I've have many Nokia's and while this is the best for features, it's the worst as a phone.	1
2918	-1	When you dial a number, you'll need to check the screen to see that the number entered is correct.	-1
2919	-1	These people takes lest effort to process rebate forms.	-1
2920	1	Im able to keep my phone on for about a week (mostly stand by) to three days (regular use)	-1
2921	1	yes it is a bit large, but the realestate on the screen will spoil you!	-1
2922	-1	Sometimes, various applications crash.	-1
2923	-1	Simple.	-1
2924	1	Overall the phones fantastic, and I would have given it 5 stars, but its not perfect.	1
2925	-1	"The ""movies"" last about 5 seconds."	-1
2926	-1	so, right out of the box i had issue.	-1
2927	-1	The menu pops up after 3 seconds The picture takes a while to load from its slow card memory.	-1
2928	1	I actually purchased two phones recently (this one at the new Blackberry phone), and this one is far superior (IMHO).	1
2929	1	You can turn this phone into a gaming machine, a camcorder or a digital camera, an mp3-player, a movie viewer, a voice recorder, a personal secretary, a GPS map browser, a book, a multifunction remote controller, practically everything that you can do with the computer, plus it is a phone(!!) and also you can carry it in your pocket :).	1
2930	-1	you can't do that with a Sony T610 (which i traded for a 6600).	-1
2931	1	Remember, this phone uses an operating system - Symbian... and it's feature-rich w/ 65k colors.	-1
2932	-1	i guess its my own fault for not researching more before buying the thing.	-1
2933	-1	Sometimes when you press buttons, the menu appears after a second or two.	-1
2934	1	if you are looking for a phone to integrate as easily as the sonyericsson phones with iSync, i say stick with a sonyericsson.	-1
2935	1	Although the images are not the best in the world, its very handy to have a camera everywhere you go.	-1
2936	-1	Its been 11 months now that I've held on to my Nokia 6600 for.	-1
2937	-1	If you've never used an advanced mobile phone before, you might assume this is par for the course, but it simply isn't.	-1
2938	-1	I find this feature on this phone useless, but, since I don't really need this function anyway, I don't really use it.	-1
2939	1	7. Have a good chunk of my small MP3 to listen through the speaker phone.	1
2940	-1	I purchased this phone knowing it was slightly old as compared to the newer models of Nokia phones available.	-1
2941	-1	Dont rely on T-Mobile rebates.	-1
2942	1	The display and brightness on this phone is quite extraordinary.	1
2943	-1	This is great for putting photos and memos on the computer and transferring calander data to my phone.	1
2944	-1	after scouring the various boards i find this is an arbitrary and pervasive problem.	-1
2945	-1	It's not as stylized as a Sony or Samsung.	-1
2946	-1	I've synched it with my Jabra 250 bluetooth headset.	-1
2947	1	I like the size and shape.	-1
2948	-1	Most Bluetooth devices only support the older security system, Unit Key.	-1
2949	-1	The 6600 will provide similar service in more developed areas of The States and not as well in more remote areas.	-1
2950	-1	I use this phone exculsivly with a Jabra Freespeak 250.	-1
2951	-1	*****DO NOT BUY THIS PHONE***** ****READ WHY****	-1
2952	-1	Anyhow some demerits of this phone, The phone has a slow processor and the ear volume is lower than 6610 but then the 6610 has the best ear volume among most Nokia variants.	-1
2953	-1	That's because it is, and the only way I learned it was by spending over an hour talking to T-Mobile's tier-3 technicians in South Africa (to learn that the problem wasn't about T-Mobile) and three hours of getting nowhere with Nokia support technicians reading endlessly from scripts, never deviating, until I started cursing and got a tier-2 tech.	-1
2954	-1	I wouldn't do that because it's not worth my life.	-1
2955	1	I use a Nokia 6600, it has a great color TFT display and camera equipped with zoom, which complement a built-in video recorder with audio and a RealOne player for playback and streaming of 3GPP-compatible and RealMedia video clips.	1
2956	-1	1-A cell phone is to make CALLS , in other words , quality of reception and mic/speaker are the most important , the 6600 has a relatively low volume speaker , you'd have to press it hard against your ear to hear anything the other person is saying , unless the surroundings were completely quiet .	-1
2957	-1	Video recording is limited at just 9 seconds.	-1
2958	1	The Nokia 6600 is a decent extension of the smartphone line.	-1
2959	-1	I also am loving T-Mobile (100 times better than ATT...	-1
2960	-1	The only downside I have found with this phone is that it is a bit slow to react, meaning when I push the contacts button, it takes a while to load, this is true for almost all the menus and programs on the phone.	-1
2961	-1	I use this phone as my quick and dirty digital camera!	-1
2962	-1	Mine generally requires a charege every 48 hours or so and I don't really talk on it that much.	-1
2963	-1	Sometimes,the phone gets stuck just like a computer and it doesnt store any incoming call numbers..etc..	-1
2964	1	As for bluetooth, no problems at all.	-1
2965	-1	Yes, certainly.	-1
2966	1	Frankly, I think this is one of the niftiest pieces of hardware I've ever used.	-1
2967	1	A Sony Ericcson may be the phone for you... but good luck finding one w/ all the features & such a competitive price.	1
2968	-1	Go see for yourself.	-1
2969	-1	One minute with the salesman and I was sold.	-1
2970	-1	Me likes.	-1
2971	1	If you use linux and want GRPS and/or want to use a handsfree bluetooth device, and want a decent camera -- this is the phone for you.	-1
2972	-1	"The second one is on hold for almost 2 weeks with a message that ""Can be delayed further""."	-1
2973	-1	This is somewhat annoying, but from working with computers (espcially windows -- ugh...)	-1
2974	1	I think the interface is great.	1
2975	1	The battery life is less than stellar, but it charges w/ the quickness.	-1
2976	1	I've had nothing but good luck with T-Mobile.	-1
2977	1	Supporting an operating system, Symbian OS, you can download and run a lot of programs on this phone.	-1
2978	-1	"All you need to do is to choose your ""phone card"" contact and then ""send touch tone"" and choose the contact."	-1
2979	-1	2) Low volume on regular answering.	-1
2980	-1	Same with the contacts list, recent call list and everything else.	-1
2981	-1	This phone doesn't include Phone card calling.	-1
2982	-1	THE ADVERTISING IS A LIE.	-1
2983	-1	I bought 2 of these Nokia 6600 phones recently, thru the amazon market place.	-1
2984	1	Other than that, the simbian series 60 OS is great and offers lots of proprietary software that will work on your phone if you're willing to hunt for it.	-1
2985	1	I am just in love with this phone, especially after using a more primitve phone about 3 years.	1
2986	-1	This is representative of the entire phone operation.	1
2987	1	6600 looks and feels nice.	1
2988	-1	"Also, when I dial an ""800"" number like an airline, it will not allow me to use number keys to navigatee the prerecorded menu."	-1
2989	-1	This is a MUST when you need to get flight times, connect to reservations, etc.	-1
2990	-1	Im at full capacity!!!! I called Symantic and they said they don't know why but I should get Tech's Support at $35/hr to help!! I did call them and was on hold for 55 minutes untill I hung up!	-1
2991	1	All in all it hasn't been a bad product.	-1
2992	-1	And this despite the fact that I'm not even using AntiSpam.	-1
2993	-1	Avoid at all costs	-1
2994	-1	But those 2 come up every time.	-1
2995	-1	As a loyal customer of Norton/Symantec products, I purchased Internet Security 2004 as a software firewall and could not be any more dissatisfied with the product (and hence the one star rating).	-1
2996	-1	The only problem I had was a few components didn't quite load correctly upon startup, but a reboot fixed the problem.	-1
2997	1	The program is fully featured, with much of what you'd want from a security program --	-1
2998	1	I didn't have any major problems installing this software.	-1
2999	1	I just got an older 866 Mhz system with 512 PC 133 RAM and it also runs fine on that.	-1
3000	-1	I guess the possibility that someone might not want it to run at all never occured to the designers.	-1
3001	-1	It seems like Symantec did a lousy job on this version.	-1
